Код на општината;Име на општина;Скор на општината;Ранк на општината;Број на мажи;Број на жени;Вкупен планиран буџет на општината за 21;Вкупен реализиран буџет на општината за 21;Родови јазови;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Вработени лица;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна плата (нето);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна пензија;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Учество во Советот на општината (советнички и советници);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Градоначалнички мандати;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Регистрирани годишни вработувања во 2021;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Лица со високо образование;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Овозможувачки услови;Ранг;Оценка;Просек;Број;Популација;Стапка;label1 - ова е само кај мене за да направам место за следниве податоци;Ранг;Оценка;Просек;Број;Популација;Стапка;Згрижени деца во државни градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Моментален капацитет на градинките (во број на деца);Ранг;Оценка;Просек;Број;Популација;Стапка;label2;Ранг;Оценка;Просек;Број;Популација;Стапка;Државни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Приватни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;label3;Ранг;Оценка;Просек;Број;Популација;Стапка;Матични гинеколози;Ранг;Оценка;Просек;Број;Популација;Стапка;Родово одговорна општина;Ранг;Оценка;Просек;Број;Популација;Стапка;Kоординатор за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Комисија за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Годишен извештај поднесен до МТСП;Ранг;Оценка;Просек;Број;Популација;Стапка;Документ со посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;Трансформативност на планираните посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;label5;Ранг;Оценка;Просек;Број;Популација;Стапка;Назначени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Потрошени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Опис на општината
36,00;КИСЕЛА ВОДА;38;27;29922;31988;1230638491;798255427;Родови јазови;6;89;62,33;-;-;-;Вработени лица;6;0,97;0,67;13567;13934;0,97;Износ на месечна плата (нето);51;0,87;0,89;29.575;33.908;0,87;Износ на месечна пензија;57;0,82;0,84;16.786;20.562;0,82;Учество во Советот на општината (советнички и советници);15;0,77;0,58;10;13;0,77;Градоначалнички мандати;5;0,25;0,04;1;4;0,25;Регистрирани годишни вработувања во 2021;47;0,8;0,86;4582;5753;0,8;Лица со високо образование;5;1,35;1,02;8735;6462;1,35;Овозможувачки услови;27;32,35;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;11;39,97;20,19;1784;4463;39,97;** Моментален капацитет на градинките (во број на деца); -;-;-;1867;4463;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;41;0,45;1,3;2;4463;0,45;** Приватни детски градинки; -;-;-;2;4463;-;;;;;;;;Матични гинеколози;36;0,11;0,13;3;27480;0,11;Родово одговорна општина;52;19,32;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,7%;3%;80.000;-;0,7%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
42,00;КРИВОГАШТАНИ;38;28;2716;2445;121938507;85325555;Родови јазови;9;86;62,33;-;-;-;Вработени лица;31;0,73;0,67;1012;1383;0,73;Износ на месечна плата (нето);16;0,95;0,89;20.361;21.456;0,95;Износ на месечна пензија;2;0,96;0,84;11.147;11.671;0,96;Учество во Советот на општината (советнички и советници);7;0,83;0,58;5;6;0,83;Градоначалнички мандати;18;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;18;1,02;0,86;104;102;1,02;Лица со високо образование;53;0,94;1,02;166;176;0,94;Овозможувачки услови;39;27,11;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;44;20,14;20,19;59;293;20,14;** Моментален капацитет на градинките (во број на деца); -;-;-;63;293;-;;;;;;;;Државни детски градинки;10;3,41;1,3;1;293;3,41;** Приватни детски градинки; -;-;-;-;293;-;;;;;;;;Матични гинеколози;49;0;0,13;0;2126;0;Родово одговорна општина;39;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;4,1%;3%;50.000;-;4,1%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
13,00;ВЕЛЕС;37;29;24148;24394;1226142434;873556904;Родови јазови;28;76;62,33;-;-;-;Вработени лица;16;0,86;0,67;8053;9351;0,86;Износ на месечна плата (нето);44;0,89;0,89;23.454;26.262;0,89;Износ на месечна пензија;41;0,84;0,84;14.421;17.263;0,84;Учество во Советот на општината (советнички и советници);34;0,64;0,58;9;14;0,64;Градоначалнички мандати;41;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;25;0,94;0,86;1894;2011;0,94;Лица со високо образование;9;1,29;1,02;4000;3100;1,29;Овозможувачки услови;23;36,37;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;19;34,97;20,19;1132;3237;34,97;** Моментален капацитет на градинките (во број на деца); -;-;-;982;3237;-;;;;;;;;Државни детски градинки;50;0,31;1,3;1;3237;0,31;** Приватни детски градинки; -;-;-;-;3237;-;;;;;;;;Матични гинеколози;10;0,29;0,13;6;20766;0,29;Родово одговорна општина;55;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
48,00;МАКЕДОНСКА КАМЕНИЦА;37;30;3332;3109;337985290;238013992;Родови јазови;76;24;62,33;-;-;-;Вработени лица;51;0,63;0,67;826;1301;0,63;Износ на месечна плата (нето);81;0,55;0,89;22.322;40.658;0,55;Износ на месечна пензија;81;0,63;0,84;14.916;23.598;0,63;Учество во Советот на општината (советнички и советници);45;0,57;0,58;4;7;0,57;Градоначалнички мандати;8;0,25;0,04;1;4;0,25;Регистрирани годишни вработувања во 2021;38;0,87;0,86;223;257;0,87;Лица со високо образование;37;1,07;1,02;314;293;1,07;Овозможувачки услови;22;36,68;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;12;39,61;20,19;143;361;39,61;** Моментален капацитет на градинките (во број на деца); -;-;-;164;361;-;;;;;;;;Државни детски градинки;15;2,77;1,3;1;361;2,77;** Приватни детски градинки; -;-;-;-;361;-;;;;;;;;Матични гинеколози;53;0;0,13;0;2703;0;Родово одговорна општина;11;44,46;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;2,2%;3%;75.000;-;2,2%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
24,00;ДЕМИР ХИСАР;37;31;3766;3513;182272219;147406651;Родови јазови;24;78;62,33;-;-;-;Вработени лица;35;0,7;0,67;1151;1645;0,7;Износ на месечна плата (нето);12;0,96;0,89;23.368;24.355;0,96;Износ на месечна пензија;55;0,82;0,84;12.644;15.446;0,82;Учество во Советот на општината (советнички и советници);8;0,83;0,58;5;6;0,83;Градоначалнички мандати;19;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;13;1,08;0,86;263;244;1,08;Лица со високо образование;43;1,04;1,02;482;462;1,04;Овозможувачки услови;25;34,16;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;21;33,23;20,19;106;319;33,23;** Моментален капацитет на градинките (во број на деца); -;-;-;120;319;-;;;;;;;;Државни детски градинки;13;3,13;1,3;1;319;3,13;** Приватни детски градинки; -;-;-;-;319;-;;;;;;;;Матични гинеколози;52;0;0,13;0;3140;0;Родово одговорна општина;50;19,36;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
10,00;ВАЛАНДОВО;37;32;5406;5114;292974000;241574450;Родови јазови;16;83;62,33;-;-;-;Вработени лица;34;0,7;0,67;1646;2359;0,7;Износ на месечна плата (нето);30;0,91;0,89;20.231;22.122;0,91;Износ на месечна пензија;11;0,91;0,84;12.808;14.107;0,91;Учество во Советот на општината (советнички и советници);4;0,88;0,58;7;8;0,88;Градоначалнички мандати;15;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;7;1,2;0,86;517;431;1,2;Лица со високо образование;56;0,93;1,02;544;585;0,93;Овозможувачки услови;21;37,08;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;23;32,64;20,19;219;671;32,64;** Моментален капацитет на градинките (во број на деца); -;-;-;238;671;-;;;;;;;;Државни детски градинки;21;1,49;1,3;1;671;1,49;** Приватни детски градинки; -;-;-;-;671;-;;;;;;;;Матични гинеколози;19;0,23;0,13;1;4354;0,23;Родово одговорна општина;69;13,29;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;1,7%;3%;50.000;-;1,7%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
25,00;ДОЈРАН;37;33;1567;1517;436801000;144305342;Родови јазови;53;56;62,33;-;-;-;Вработени лица;33;0,71;0,67;481;677;0,71;Износ на месечна плата (нето);64;0,86;0,89;19.847;23.109;0,86;Износ на месечна пензија;45;0,84;0,84;12.578;14.998;0,84;Учество во Советот на општината (советнички и советници);10;0,8;0,58;4;5;0,8;Градоначалнички мандати;20;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;71;0,57;0,86;120;212;0,57;Лица со високо образование;55;0,93;1,02;200;214;0,93;Овозможувачки услови;18;38,11;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;37;25,27;20,19;47;186;25,27;** Моментален капацитет на градинките (во број на деца); -;-;-;49;186;-;;;;;;;;Државни детски градинки;4;5,38;1,3;1;186;5,38;** Приватни детски градинки; -;-;-;-;186;-;;;;;;;;Матични гинеколози;43;0;0,13;0;1299;0;Родово одговорна општина;40;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
53,00;НОВО СЕЛО;37;34;3512;3479;210872000;168048605;Родови јазови;33;72;62,33;-;-;-;Вработени лица;58;0,6;0,67;884;1464;0,6;Износ на месечна плата (нето);1;1,02;0,89;20.781;20.362;1,02;Износ на месечна пензија;27;0,87;0,84;10.430;11.990;0,87;Учество во Советот на општината (советнички и советници);26;0,67;0,58;6;9;0,67;Градоначалнички мандати;33;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;19;1;0,86;346;345;1;Лица со високо образование;67;0,79;1,02;225;286;0,79;Овозможувачки услови;31;29,84;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;39;23,19;20,19;64;276;23,19;** Моментален капацитет на градинките (во број на деца); -;-;-;60;276;-;;;;;;;;Државни детски градинки;8;3,62;1,3;1;276;3,62;** Приватни детски градинки; -;-;-;-;276;-;;;;;;;;Матични гинеколози;47;0;0,13;0;3134;0;Родово одговорна општина;41;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
54,00;ОХРИД;36;35;25248;26203;1307555845;1059521295;Родови јазови;37;71;62,33;-;-;-;Вработени лица;10;0,93;0,67;9570;10293;0,93;Износ на месечна плата (нето);38;0,9;0,89;23.778;26.352;0,9;Износ на месечна пензија;30;0,87;0,84;14.447;16.696;0,87;Учество во Советот на општината (советнички и советници);47;0,53;0,58;8;15;0,53;Градоначалнички мандати;51;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;42;0,85;0,86;3622;4239;0,85;Лица со високо образование;32;1,1;1,02;5850;5331;1,1;Овозможувачки услови;48;23,49;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;40;22,02;20,19;729;3310;22,02;** Моментален капацитет на градинките (во број на деца); -;-;-;572;3310;-;;;;;;;;Државни детски градинки;53;0,3;1,3;1;3310;0,3;** Приватни детски градинки; -;-;-;1;3310;-;;;;;;;;Матични гинеколози;28;0,18;0,13;4;22589;0,18;Родово одговорна општина;29;32,05;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;3,5%;3%;460.000;-;3,5%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
68,00;СТРУГА;36;36;25375;25684;1125404902;1000492816;Родови јазови;41;64;62,33;-;-;-;Вработени лица;55;0,62;0,67;5302;8553;0,62;Износ на месечна плата (нето);25;0,92;0,89;22.376;24.390;0,92;Износ на месечна пензија;20;0,89;0,84;13.144;14.842;0,89;Учество во Советот на општината (советнички и советници);37;0,59;0,58;10;17;0,59;Градоначалнички мандати;43;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;41;0,86;0,86;1479;1722;0,86;Лица со високо образование;52;0,95;1,02;3290;3479;0,95;Овозможувачки услови;50;20,06;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;51;12,93;20,19;519;4013;12,93;** Моментален капацитет на градинките (во број на деца); -;-;-;530;4013;-;;;;;;;;Државни детски градинки;55;0,25;1,3;1;4013;0,25;** Приватни детски градинки; -;-;-;-;4013;-;;;;;;;;Матични гинеколози;20;0,23;0,13;5;21358;0,23;Родово одговорна општина;21;38,13;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;1,3%;3%;150.000;-;1,3%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
58,00;ПРИЛЕП;36;37;34242;34826;1590567000;1198200218;Родови јазови;10;86;62,33;-;-;-;Вработени лица;12;0,9;0,67;11746;13107;0,9;Износ на месечна плата (нето);35;0,9;0,89;22.683;25.329;0,9;Износ на месечна пензија;25;0,88;0,84;14.006;15.921;0,88;Учество во Советот на општината (советнички и советници);20;0,69;0,58;11;16;0,69;Градоначалнички мандати;28;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;11;1,11;0,86;3789;3428;1,11;Лица со високо образование;12;1,28;1,02;6415;5003;1,28;Овозможувачки услови;40;27,08;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;30;26,59;20,19;1165;4382;26,59;** Моментален капацитет на градинките (во број на деца); -;-;-;1000;4382;-;;;;;;;;Државни детски градинки;56;0,23;1,3;1;4382;0,23;** Приватни детски градинки; -;-;-;-;4382;-;;;;;;;;Матични гинеколози;25;0,2;0,13;6;29783;0,2;Родово одговорна општина;56;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
40,00;КРАТОВО;35;38;3919;3661;247941893;185227650;Родови јазови;56;52;62,33;-;-;-;Вработени лица;47;0,65;0,67;1015;1561;0,65;Износ на месечна плата (нето);54;0,87;0,89;22.641;25.960;0,87;Износ на месечна пензија;75;0,75;0,84;13.609;18.087;0,75;Учество во Советот на општината (советнички и советници);30;0,67;0,58;6;9;0,67;Градоначалнички мандати;37;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;48;0,8;0,86;175;219;0,8;Лица со високо образование;40;1,05;1,02;452;432;1,05;Овозможувачки услови;11;42,41;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;33;25,78;20,19;83;322;25,78;** Моментален капацитет на градинките (во број на деца); -;-;-;160;322;-;;;;;;;;Државни детски градинки;14;3,11;1,3;1;322;3,11;** Приватни детски градинки; -;-;-;-;322;-;;;;;;;;Матични гинеколози;8;0,3;0,13;1;3286;0,3;Родово одговорна општина;57;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
75,00;ЧАИР;35;39;30924;31517;1028345193;748762745;Родови јазови;32;72;62,33;-;-;-;Вработени лица;60;0,57;0,67;5718;9999;0,57;Износ на месечна плата (нето);7;0,97;0,89;25.266;26.047;0,97;Износ на месечна пензија;34;0,85;0,84;14.463;17.015;0,85;Учество во Советот на општината (советнички и советници);22;0,69;0,58;11;16;0,69;Градоначалнички мандати;30;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;26;0,93;0,86;1342;1448;0,93;Лица со високо образование;30;1,13;1,02;3959;3516;1,13;Овозможувачки услови;45;24,94;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;45;17,02;20,19;1109;6514;17,02;** Моментален капацитет на градинките (во број на деца); -;-;-;1240;6514;-;;;;;;;;Државни детски градинки;52;0,31;1,3;2;6514;0,31;** Приватни детски градинки; -;-;-;-;6514;-;;;;;;;;Матични гинеколози;12;0,28;0,13;7;24720;0,28;Родово одговорна општина;42;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
43,00;КРУШЕВО;34;40;4280;4113;204811018;149997602;Родови јазови;40;65;62,33;-;-;-;Вработени лица;41;0,68;0,67;943;1392;0,68;Износ на месечна плата (нето);9;0,97;0,89;23.028;23.812;0,97;Износ на месечна пензија;22;0,88;0,84;12.898;14.710;0,88;Учество во Советот на општината (советнички и советници);41;0,57;0,58;4;7;0,57;Градоначалнички мандати;47;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;59;0,7;0,86;119;169;0,7;Лица со високо образование;49;0,97;1,02;500;518;0,97;Овозможувачки услови;53;14,97;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;52;11,66;20,19;69;592;11,66;** Моментален капацитет на градинките (во број на деца); -;-;-;168;592;-;;;;;;;;Државни детски градинки;18;1,69;1,3;1;592;1,69;** Приватни детски градинки; -;-;-;-;592;-;;;;;;;;Матични гинеколози;55;0;0,13;0;3430;0;Родово одговорна општина;26;38;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;2,9%;3%;60.000;-;2,9%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
63,00;РОСОМАН;34;41;1954;1845;108891000;96181856;Родови јазови;68;42;62,33;-;-;-;Вработени лица;52;0,63;0,67;530;837;0,63;Износ на месечна плата (нето);71;0,84;0,89;19.687;23.431;0,84;Износ на месечна пензија;52;0,83;0,84;11.575;13.963;0,83;Учество во Советот на општината (советнички и советници);56;0,5;0,58;3;6;0,5;Градоначалнички мандати;59;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;77;0,54;0,86;60;112;0,54;Лица со високо образование;51;0,95;1,02;118;124;0,95;Овозможувачки услови;15;39,03;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;18;35,22;20,19;87;247;35,22;** Моментален капацитет на градинките (во број на деца); -;-;-;92;247;-;;;;;;;;Државни детски градинки;7;4,05;1,3;1;247;4,05;** Приватни детски градинки; -;-;-;-;247;-;;;;;;;;Матични гинеколози;46;0;0,13;0;1571;0;Родово одговорна општина;43;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
52,00;НОВАЦИ;34;42;1383;1274;201728671;123951350;Родови јазови;79;9;62,33;-;-;-;Вработени лица;69;0,46;0,67;302;654;0,46;Износ на месечна плата (нето);80;0,65;0,89;21.789;33.336;0,65;Износ на месечна пензија;79;0,71;0,84;14.349;20.139;0,71;Учество во Советот на општината (советнички и советници);73;0,29;0,58;2;7;0,29;Градоначалнички мандати;73;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;67;0,61;0,86;34;56;0,61;Лица со високо образование;36;1,08;1,02;92;85;1,08;Овозможувачки услови;8;42,89;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;43;21,01;20,19;29;138;21,01;** Моментален капацитет на градинките (во број на деца); -;-;-;27;138;-;;;;;;;;Државни детски градинки;3;7,25;1,3;1;138;7,25;** Приватни детски градинки; -;-;-;-;138;-;;;;;;;;Матични гинеколози;42;0;0,13;0;1079;0;Родово одговорна општина;25;38;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;1,0%;3%;20.000;-;1,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
49,00;МАКЕДОНСКИ БРОД;33;43;3058;2843;205587564;137608668;Родови јазови;67;43;62,33;-;-;-;Вработени лица;44;0,66;0,67;842;1275;0,66;Износ на месечна плата (нето);56;0,87;0,89;20.885;23.974;0,87;Износ на месечна пензија;69;0,78;0,84;11.926;15.295;0,78;Учество во Советот на општината (советнички и советници);42;0,57;0,58;4;7;0,57;Градоначалнички мандати;48;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;51;0,78;0,86;131;168;0,78;Лица со високо образование;73;0,73;1,02;310;424;0,73;Овозможувачки услови;32;29,74;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;32;25,95;20,19;82;316;25,95;** Моментален капацитет на градинките (во број на деца); -;-;-;125;316;-;;;;;;;;Државни детски градинки;12;3,16;1,3;1;316;3,16;** Приватни детски градинки; -;-;-;-;316;-;;;;;;;;Матични гинеколози;51;0;0,13;0;2416;0;Родово одговорна општина;30;32;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;2,9%;3%;59.000;-;2,9%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
