Код на општината;Име на општина;Скор на општината;Ранк на општината;Број на мажи;Број на жени;Вкупен планиран буџет на општината за 21;Вкупен реализиран буџет на општината за 21;Опис на општината;Стапка на морталитет на доенчиња;Стапка на матернален морталитет;Број на парцели;Број на објекти;Број на фирми;Број на станови;Родови јазови;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Регистрирани годишни вработувања во 2021;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Вработени лица;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Лица со високо образование;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна плата (нето);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна пензија;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Учество во Советот на општината (советнички и советници);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Градоначалнички мандати;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Овозможувачки услови;Ранг;Оценка;Просек;Број;Популација;Стапка;label1 - ова е само кај мене за да направам место за следниве податоци;Ранг;Оценка;Просек;Број;Популација;Стапка;Згрижени деца во државни градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Моментален капацитет на градинките (во број на деца);Ранг;Оценка;Просек;Број;Популација;Стапка;label2;Ранг;Оценка;Просек;Број;Популација;Стапка;Државни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Приватни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;label3;Ранг;Оценка;Просек;Број;Популација;Стапка;Матични гинеколози;Ранг;Оценка;Просек;Број;Популација;Стапка;Родово одговорна општина;Ранг;Оценка;Просек;Број;Популација;Стапка;Kоординатор за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Комисија за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Годишен извештај поднесен до МТСП;Ранг;Оценка;Просек;Број;Популација;Стапка;Документ со посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;Трансформативност на планираните посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;label5;Ранг;Оценка;Просек;Број;Популација;Стапка;Назначени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Потрошени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка
63,00;РОСОМАН;34,28;41;1954;1845;108891000;96181856;/;/;/;/;/;/;/;Родови јазови;68;42,32;62,33;-;-;-;Регистрирани годишни вработувања во 2021;77;0,54;0,86;60;112;0,54;Вработени лица;52;0,63;0,67;530;837;0,63;Лица со високо образование;51;0,95;1,02;118;124;0,95;Износ на месечна плата (нето);71;0,84;0,89;19687;23431;0,84;Износ на месечна пензија;52;0,83;0,84;11575;13963;0,83;Учество во Советот на општината (советнички и советници);56;0,5;0,58;3;6;0,5;Градоначалнички мандати;59;0;0,04;0;5;0;Овозможувачки услови;15;39,03;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;18;35,22;20,19;87;247;35,22;** Моментален капацитет на градинките (во број на деца);-;-;-;92;247;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;7;4,05;1,3;1;247;4,05;** Приватни детски градинки;-;-;-;-;247;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;46;0;0,13;0;1571;0;Родово одговорна општина;43;25,5;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2061;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
52,00;НОВАЦИ;34,27;42;1383;1274;201728671;123951350;/;/;/;/;/;/;/;Родови јазови;79;9,38;62,33;-;-;-;Регистрирани годишни вработувања во 2021;67;0,61;0,86;34;56;0,61;Вработени лица;69;0,46;0,67;302;654;0,46;Лица со високо образование;36;1,08;1,02;92;85;1,08;Износ на месечна плата (нето);80;0,65;0,89;21789;33336;0,65;Износ на месечна пензија;79;0,71;0,84;14349;20139;0,71;Учество во Советот на општината (советнички и советници);73;0,29;0,58;2;7;0,29;Градоначалнички мандати;73;0;0,04;0;5;0;Овозможувачки услови;8;42,89;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;43;21,01;20,19;29;138;21,01;** Моментален капацитет на градинките (во број на деца);-;-;-;27;138;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;3;7,25;1,3;1;138;7,25;** Приватни детски градинки;-;-;-;-;138;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;42;0;0,13;0;1079;0;Родово одговорна општина;25;38;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2062;Назначени финансиски средства за реализација на родови програми;-;1,0%;3%;20000;-;1,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
49,00;МАКЕДОНСКИ БРОД;33,38;43;3058;2843;205587564;137608668;/;/;/;/;/;/;/;Родови јазови;67;43,45;62,33;-;-;-;Регистрирани годишни вработувања во 2021;51;0,78;0,86;131;168;0,78;Вработени лица;44;0,66;0,67;842;1275;0,66;Лица со високо образование;73;0,73;1,02;310;424;0,73;Износ на месечна плата (нето);56;0,87;0,89;20885;23974;0,87;Износ на месечна пензија;69;0,78;0,84;11926;15295;0,78;Учество во Советот на општината (советнички и советници);42;0,57;0,58;4;7;0,57;Градоначалнички мандати;48;0;0,04;0;5;0;Овозможувачки услови;32;29,74;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;32;25,95;20,19;82;316;25,95;** Моментален капацитет на градинките (во број на деца);-;-;-;125;316;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;12;3,16;1,3;1;316;3,16;** Приватни детски градинки;-;-;-;-;316;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;51;0;0,13;0;2416;0;Родово одговорна општина;30;32;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2063;Назначени финансиски средства за реализација на родови програми;-;2,9%;3%;59000;-;2,9%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
67,00;СТАРО НАГОРИЧАНЕ;33,37;44;1905;1604;125896000;99276688;/;/;/;/;/;/;/;Родови јазови;7;88,44;62,33;-;-;-;Регистрирани годишни вработувања во 2021;39;0,86;0,86;70;81;0,86;Вработени лица;71;0,43;0,67;253;585;0,43;Лица со високо образование;61;0,87;1,02;47;54;0,87;Износ на месечна плата (нето);26;0,92;0,89;20745;22639;0,92;Износ на месечна пензија;10;0,91;0,84;10623;11636;0,91;Учество во Советот на општината (советнички и советници);50;0,5;0,58;3;6;0,5;Градоначалнички мандати;2;0,67;0,04;2;3;0,67;Овозможувачки услови;62;1;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;62;0;20,19;0;206;0;** Моментален капацитет на градинките (во број на деца);-;-;-;0;206;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;62;0;1,3;0;206;0;** Приватни детски градинки;-;-;-;-;206;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;62;0;0,13;0;1369;0;Родово одговорна општина;20;38,2;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2064;Назначени финансиски средства за реализација на родови програми;-;2,4%;3%;30000;-;2,4%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
38,00;КОНЧЕ;32,53;45;1437;1291;140921374;106929278;/;/;/;/;/;/;/;Родови јазови;15;83,59;62,33;-;-;-;Регистрирани годишни вработувања во 2021;30;0,9;0,86;44;49;0,9;Вработени лица;43;0,67;0,67;507;760;0,67;Лица со високо образование;65;0,82;1,02;40;49;0,82;Износ на месечна плата (нето);42;0,9;0,89;19852;22010;0,9;Износ на месечна пензија;8;0,92;0,84;11055;11960;0,92;Учество во Советот на општината (советнички и советници);1;1,25;0,58;5;4;1,25;Градоначалнички мандати;12;0;0,04;0;5;0;Овозможувачки услови;66;1;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;66;0;20,19;0;157;0;** Моментален капацитет на градинките (во број на деца);-;-;-;32;157;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;66;0;1,3;0;157;0;** Приватни детски градинки;-;-;-;-;157;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;66;0;0,13;0;1077;0;Родово одговорна општина;27;38;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2065;Назначени финансиски средства за реализација на родови програми;-;6,4%;3%;90000;-;6,4%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
44,00;КУМАНОВО;30,42;46;48852;49321;2131587186;1762402252;/;/;/;/;/;/;/;Родови јазови;30;75,36;62,33;-;-;-;Регистрирани годишни вработувања во 2021;12;1,11;0,86;3683;3333;1,11;Вработени лица;27;0,78;0,67;12354;15748;0,78;Лица со високо образование;21;1,18;1,02;6926;5874;1,18;Износ на месечна плата (нето);48;0,88;0,89;22467;25484;0,88;Износ на месечна пензија;37;0,85;0,84;13741;16078;0,85;Учество во Советот на општината (советнички и советници);31;0,65;0,58;13;20;0,65;Градоначалнички мандати;38;0;0,04;0;5;0;Овозможувачки услови;51;19,12;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;47;16,54;20,19;1263;7637;16,54;** Моментален капацитет на градинките (во број на деца);-;-;-;1410;7637;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;59;0,13;1,3;1;7637;0,13;** Приватни детски градинки;-;-;-;-;7637;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;32;0,17;0,13;7;41037;0,17;Родово одговорна општина;58;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2066;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
9,00;БУТЕЛ;29,83;47;18721;19230;596093000;531500980;/;/;/;/;/;/;/;Родови јазови;43;63,13;62,33;-;-;-;Регистрирани годишни вработувања во 2021;73;0,55;0,86;1541;2824;0,55;Вработени лица;30;0,75;0,67;5322;7083;0,75;Лица со високо образование;19;1,2;1,02;3522;2930;1,2;Износ на месечна плата (нето);45;0,89;0,89;25756;28853;0,89;Износ на месечна пензија;31;0,87;0,84;16241;18570;0,87;Учество во Советот на општината (советнички и советници);38;0,58;0,58;7;12;0,58;Градоначалнички мандати;44;0;0,04;0;5;0;Овозможувачки услови;47;23,76;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;26;30,19;20,19;967;3203;30,19;** Моментален капацитет на градинките (во број на деца);-;-;-;860;3203;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;51;0,31;1,3;1;3203;0,31;** Приватни детски градинки;-;-;-;1;3203;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;40;0,06;0,13;1;15770;0,06;Родово одговорна општина;59;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2067;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
34,00;КАРБИНЦИ;29,75;48;1746;1677;153396333;105577468;/;/;/;/;/;/;/;Родови јазови;34;71,95;62,33;-;-;-;Регистрирани годишни вработувања во 2021;14;1,08;0,86;169;156;1,08;Вработени лица;36;0,7;0,67;523;747;0,7;Лица со високо образование;57;0,91;1,02;61;67;0,91;Износ на месечна плата (нето);17;0,95;0,89;20965;22110;0,95;Износ на месечна пензија;14;0,9;0,84;11792;13035;0,9;Учество во Советот на општината (советнички и советници);52;0,5;0,58;3;6;0,5;Градоначалнички мандати;55;0;0,04;0;5;0;Овозможувачки услови;44;25,4;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;46;17,01;20,19;49;288;17,01;** Моментален капацитет на градинките (во број на деца);-;-;-;53;288;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;9;3,47;1,3;1;288;3,47;** Приватни детски градинки;-;-;-;-;288;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;48;0;0,13;0;1351;0;Родово одговорна општина;67;13,33;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2068;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
20,00;ДЕБАР;29,61;49;7681;7750;383186000;337521967;/;/;/;/;/;/;/;Родови јазови;70;41,48;62,33;-;-;-;Регистрирани годишни вработувања во 2021;56;0,75;0,86;323;431;0,75;Вработени лица;59;0,58;0,67;1333;2305;0,58;Лица со високо образование;70;0,77;1,02;930;1202;0,77;Износ на месечна плата (нето);47;0,89;0,89;23701;26740;0,89;Износ на месечна пензија;50;0,83;0,84;12107;14585;0,83;Учество во Советот на општината (советнички и советници);70;0,36;0,58;4;11;0,36;Градоначалнички мандати;71;0;0,04;0;5;0;Овозможувачки услови;29;31,2;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;41;21,71;20,19;290;1336;21,71;** Моментален капацитет на градинките (во број на деца);-;-;-;385;1336;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;34;0,75;1,3;1;1336;0,75;** Приватни детски градинки;-;-;-;-;1336;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;7;0,32;0,13;2;6241;0,32;Родово одговорна општина;47;22,1;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2069;Назначени финансиски средства за реализација на родови програми;-;10,4%;3%;400000;-;10,4%;Потрошени финансиски средства за реализација на родови програми;-;3,0%;2,6%;100000;;3,0%
31,00;ИЛИНДЕН;28,95;50;8776;8664;462395000;403451245;/;/;/;/;/;/;/;Родови јазови;52;57,29;62,33;-;-;-;Регистрирани годишни вработувања во 2021;65;0,61;0,86;1612;2659;0,61;Вработени лица;26;0,8;0,67;3282;4118;0,8;Лица со високо образование;1;1,7;1,02;912;537;1,7;Износ на месечна плата (нето);74;0,81;0,89;21701;26673;0,81;Износ на месечна пензија;76;0,75;0,84;13230;17649;0,75;Учество во Советот на општината (советнички и советници);59;0,5;0,58;5;10;0,5;Градоначалнички мандати;62;0;0,04;0;5;0;Овозможувачки услови;46;24,47;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;22;32,77;20,19;426;1300;32,77;** Моментален капацитет на градинките (во број на деца);-;-;-;445;1300;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;33;0,77;1,3;1;1300;0,77;** Приватни детски градинки;-;-;-;-;1300;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;59;0;0,13;0;7318;0;Родово одговорна општина;60;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2070;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
60,00;РАДОВИШ;28,63;51;12141;11982;696193423;470781064;/;/;/;/;/;/;/;Родови јазови;44;62,2;62,33;-;-;-;Регистрирани годишни вработувања во 2021;60;0,7;0,86;689;988;0,7;Вработени лица;37;0,69;0,67;2964;4294;0,69;Лица со високо образование;44;1,03;1,02;1383;1348;1,03;Износ на месечна плата (нето);29;0,91;0,89;22465;24759;0,91;Износ на месечна пензија;48;0,83;0,84;13463;16132;0,83;Учество во Советот на општината (советнички и советници);17;0,73;0,58;8;11;0,73;Градоначалнички мандати;25;0;0,04;0;5;0;Овозможувачки услови;34;27,48;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;36;25,28;20,19;480;1899;25,28;** Моментален капацитет на градинките (во број на деца);-;-;-;510;1899;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;38;0,53;1,3;1;1899;0,53;** Приватни детски градинки;-;-;-;-;1899;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;23;0,2;0,13;2;9901;0,2;Родово одговорна општина;70;13;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2071;Назначени финансиски средства за реализација на родови програми;-;-;3%;нема информација;-;-;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
76,00;ЧАШКА;27,04;52;4088;3855;181154291;160285657;/;/;/;/;/;/;/;Родови јазови;65;44,72;62,33;-;-;-;Регистрирани годишни вработувања во 2021;24;0,95;0,86;88;93;0,95;Вработени лица;70;0,44;0,67;361;828;0,44;Лица со високо образование;72;0,74;1,02;91;123;0,74;Износ на месечна плата (нето);32;0,91;0,89;20685;22803;0,91;Износ на месечна пензија;36;0,85;0,84;12064;14241;0,85;Учество во Советот на општината (советнички и советници);64;0,38;0,58;3;8;0,38;Градоначалнички мандати;66;0;0,04;0;5;0;Овозможувачки услови;72;1;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;72;0;20,19;0;926;0;** Моментален капацитет на градинките (во број на деца);-;-;-;24;926;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;72;0;1,3;0;926;0;** Приватни детски градинки;-;-;-;-;926;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;72;0;0,13;0;2861;0;Родово одговорна општина;15;44,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;4;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2072;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;;0,0%
37,00;КИЧЕВО;26,53;53;20056;19715;884390000;792418663;/;/;/;/;/;/;/;Родови јазови;57;51,25;62,33;-;-;-;Регистрирани годишни вработувања во 2021;20;1;0,86;1066;1071;1;Вработени лица;50;0,64;0,67;4708;7342;0,64;Лица со високо образование;54;0,94;1,02;2809;3002;0,94;Износ на месечна плата (нето);68;0,85;0,89;22521;26380;0,85;Износ на месечна пензија;67;0,79;0,84;13306;16824;0,79;Учество во Советот на општината (советнички и советници);48;0,53;0,58;8;15;0,53;Градоначалнички мандати;52;0;0,04;0;5;0;Овозможувачки услови;35;27,37;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;49;15,42;20,19;405;2626;15,42;** Моментален капацитет на градинките (во број на деца);-;-;-;410;2626;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;45;0,38;1,3;1;2626;0,38;** Приватни детски градинки;-;-;-;-;2626;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;4;0,36;0,13;6;16827;0,36;Родово одговорна општина;68;13,32;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2073;Назначени финансиски средства за реализација на родови програми;-;3,8%;3%;340000;-;3,8%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
72,00;ТЕТОВО;25,93;54;41718;43153;1903912852;1465897481;/;/;/;/;/;/;/;Родови јазови;3;97,5;62,33;-;-;-;Регистрирани годишни вработувања во 2021;33;0,89;0,86;2630;2948;0,89;Вработени лица;57;0,61;0,67;8054;13283;0,61;Лица со високо образование;45;1,03;1,02;6825;6615;1,03;Износ на месечна плата (нето);20;0,93;0,89;23758;25618;0,93;Износ на месечна пензија;24;0,88;0,84;13412;15213;0,88;Учество во Советот на општината (советнички и советници);46;0,55;0,58;11;20;0,55;Градоначалнички мандати;1;0,67;0,04;2;3;0,67;Овозможувачки услови;52;15,57;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;54;8,91;20,19;672;7543;8,91;** Моментален капацитет на градинките (во број на деца);-;-;-;958;7543;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;60;0,13;1,3;1;7543;0,13;** Приватни детски градинки;-;-;-;2;7543;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;26;0,2;0,13;7;35240;0,2;Родово одговорна општина;76;0,5;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2074;Назначени финансиски средства за реализација на родови програми;-;-;3%;нема информација;-;-;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
8,00;БРВЕНИЦА;25,69;55;6811;6879;182252666;239820566;/;/;/;/;/;/;/;Родови јазови;59;49,52;62,33;-;-;-;Регистрирани годишни вработувања во 2021;28;0,92;0,86;314;343;0,92;Вработени лица;54;0,62;0,67;1192;1938;0,62;Лица со високо образование;62;0,86;1,02;495;576;0,86;Износ на месечна плата (нето);50;0,88;0,89;20544;23227;0,88;Износ на месечна пензија;42;0,84;0,84;12251;14516;0,84;Учество во Советот на општината (советнички и советници);68;0,36;0,58;4;11;0,36;Градоначалнички мандати;69;0;0,04;0;5;0;Овозможувачки услови;74;1;24,3;-;-;-;;;;;деца во градинка;деца до 6 години;% на згрижени;Згрижени деца во државни градинки;74;0;20,19;0;1034;0;** Моментален капацитет на градинките (во број на деца);-;-;-;80;1034;-;;;;;градинки;деца до 6 години;стапка на 1000 деца;Државни детски градинки;74;0;1,3;0;1034;0;** Приватни детски градинки;-;-;-;1;1034;-;;;;;Број;жени над 15 години;жени над 15 години;Матични гинеколози;74;0;0,13;0;5737;0;Родово одговорна општина;18;38,47;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;средства во денари;;% од Буџетот за 2075;Назначени финансиски средства за реализација на родови програми;-;5,5%;3%;100000;-;5,5%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;;-
